company_name,valuation,date_joined,country,city,industry,investors,founded_year,total_raised,about_company,company_address_street,company_address_city_state_zip,company_address_city_country,company_address_city_phone,company_url,company_img,financials_investors_count,financials_investments,iso_alpha,continent,year_joined,month_joined,day_joined
ZEPZ,5.0,2021-08-23,United Kingdom,London,Financial Services,"Accel, Technology Crossover Ventures, LeapFrog Investments",2010,$692M,"ZEPZ focuses on providing digital payment solutions. The company offers services enabling users to send money securely with options for bank deposit, cash collection, mobile airtime top-up, and mobile money. ZEPZ primarily serves the global payments industry. Zepz was formerly known as WorldRemit. It was founded in 2010 and is based in London, United Kingdom.",62 Buckingham Gate ,"London, England, SW1E 6AJ, ",United Kingdom,+1 888 961 4869,https://zepzpay.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/828321ea-9aed-4085-ab3f-736378c97a8d.png?w=3840,9,,GBR,Europe,2021,8,23
Anyscale,1.0,2021-12-07,United States,Berkeley,Enterprise Tech,"Andreessen Horowitz, Intel Capital, Foundation Capital",2019,$259.6M,"Anyscale operates as a unified computing platform. It develops, deploys, and manages artificial intelligence (AI) and Python applications using ray. It provides an open-source framework to scale machine learning (ML) and Python workloads such as data ingest, preprocessing, hyperparameter tuning, training, and model serving at scale. Anyscale was formerly known as Indigostack. It was founded in 2019 and is based in San Francisco, California.",55 Hawthorne Street 9th Floor,"San Francisco, California, 94105, ",United States,,https://anyscale.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/93ddafcf-7039-41ee-806f-e663a4b4a2cf.png?w=3840,10,,USA,Americas,2021,12,7
Minio,1.0,2022-01-26,United States,Palo Alto,Enterprise Tech,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital",2014,$126.3M,"MinIO specializes in high-performance, Kubernetes-native object storage with a focus on AI/ML data infrastructure. The company offers a software-defined, S3 compatible object storage system that is designed to run on any cloud or on-premises infrastructure. MinIO's main offerings include scalable object storage solutions with enterprise features such as inline erasure coding, bit-rot detection, encryption, and active-active replication, catering to a variety of use cases including AI/ML, analytics, backup, and archival workloads. It was founded in 2014 and is based in Redwood City, California.","275 Shoreline Drive, Suite 100 ","Redwood City, California, 94065, ",United States,844-356-4646,https://min.io,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/764278a3-2ad5-483a-8194-87545884a5b3.png?w=3840,13,,USA,Americas,2022,1,26
The Boring Company,5.7,2022-04-20,United States,Pflugerville,Industrials,"VY Capital, 8VC, Craft Ventures",2016,$907.52M,"The Boring Company specializes in the development of transportation infrastructure through the construction of tunnels. It offers an underground public transportation system called Loop, and tunneling equipment named Prufrock, aimed at accelerating infrastructure projects. The company primarily serves sectors that require solutions for transportation, utility, and freight infrastructure. It was founded in 2016 and is based in Bastrop, Texas.",130 Walker Watson Road ,"Bastrop, Texas, 78602, ",United States,650-696-2550,https://boringcompany.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/68605bdd-1ef5-49f4-9bb8-bb3288bd9763.png?w=3840,12,,USA,Americas,2022,4,20
Dapper Labs,7.6,2021-03-30,Canada,Vancouver,Media & Entertainment,"Union Square Ventures, Venrock, Andreessen Horowitz",2018,$676.96M,"Dapper Labs provides a blockchain-based collectibles and non-fungible token (NFT) platform. Its platform uses blockchain-enabled applications to bring its customers closer to the brands. It enables users to access new forms of digital engagement and track Its ownership securely. The company was founded in 2018 and is based in Vancouver, Canada.","565 Great Northern Way, 600 ","Vancouver, British Columbia, V5T 0H8, ",Canada,,https://dapperlabs.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/8a6a6cd5-7f66-4c71-8ada-545f480de4e2.png?w=3840,101,57,CAN,Americas,2021,3,30
Discord,15.0,2018-04-20,United States,San Francisco,Media & Entertainment,"Benchmark, Greylock Partners, Tencent Holdings",2015,$995.05M,"Discord develops a communications platform enabling friends to come together to play games. It allows users to communicate via text, voice, and video. It enables users to create servers or join existing ones, each with its channels and permissions. It was formerly known as Phoenix Guild. The company was founded in 2015 and is based in San Francisco, California.",444 De Haro Street Suite 200,"San Francisco, California, 94107, ",United States,415-645-4065,https://discord.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/823b6c76-0664-459f-8de8-5e4be7a7bef4.png?w=3840,33,,USA,Americas,2018,4,20
Uniswap,1.66,2022-10-13,United States,New York,Financial Services,"A16z Crypto, Variant Fund, Paradigm",2017,$178.83M,"Uniswap develops a decentralized exchange protocol. It allows any user to swap, earn, and build on the decentralized cryptocurrency trading protocol. The company was founded in 2017 and is based in Brooklyn, New York.",181 North 11th Street Suite 406,"Brooklyn, New York, 11211, ",United States,,https://uniswap.org,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/5548ce34-c42f-4133-b75f-41fd87ab8ce2.png?w=3840,14,9,USA,Americas,2022,10,13
Yidian Zixun,1.4,2017-10-17,China,Beijing,Media & Entertainment,"Phoenix New Media, Tianjin Haihe Industry Fund",2019,$3.2M,"Particle.One Alpha is an artificial intelligence system that specializes in processing and modeling data for the commodity market sector. It offers services that transform structured and unstructured data into actionable intelligence for market participants. The company's technology facilitates the exploration and modeling of economic relationships, aiding in the comprehension and utilization of market information. It was founded in 2019 and is based in Santa Clara, California.",3100 Central Expressway ,"Santa Clara, California, 95051, ",United States,,https://particle.one,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/c68eab68-29f8-426c-9ee9-007a052ebf3f.png?w=3840,3,,CHN,Asia,2017,10,17
Carzone,1.52,2019-03-01,China,Jiangsu,Industrials,"Alibaba Group,Co-Stone Venture Capital, Buhuo Venture Capital",2013,$946.49M,"Carzone operates as an automotive parts and accessories supplier and service provider. It sells automotive aftermarket spare parts, including brake components, filters, ignition systems, and wipers, for automobile repair and maintenance stores. It was formerly known as Jiangsu Kangzhong. It was founded in 2013 and is based in Nanjing, China.","No. 8 Jialingjiang East Street, Jianye District 18th Floor, Unit 2, Building B3, Science and Technology Innovation Complex","Nanjing, Jiangsu, ",China,400-888-4909,https://ncarzone.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/d2bf096e-1746-41ec-b034-e18b5f9c9952.png?w=3840,13,3,CHN,Asia,2019,3,1
Opay,2.0,2021-08-23,Nigeria,Lagos,Financial Services,"Sequoia Capital China, Source Code Capital, Redpoint Ventures China",2018,$570M,"Opay operates as a company in the financial technology sector, with a focus on providing digital banking solutions. The company offers services such as easy money transfers, bill payments, and the provision of debit cards, all aimed at simplifying financial transactions for its users. It primarily serves the financial services industry. The company was founded in 2018 and is based in Lagos, Nigeria.","Central Business District,100212 Plot 8 Drive Nurudeen Olowopopo Way,, Japaul House , Alausa, Ikeja","Lagos, ",Nigeria,07008888328,https://opayweb.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/469ad1f2-541a-46fc-9122-b6105b184495.png?w=3840,13,,NGA,Africa,2021,8,23
Chipone,4.73,2021-12-16,China,Beijing,Industrials,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment",2008,$1.024B,"Chipone is a company that focuses on the development, research, and sale of dedicated analog IC products in the electronics industry. The company's main offerings include products that are used in electronics manufacturing and lighting systems, such as power management units, capacitive touch panel sensor integrated circuits, and LED driver integrated circuits. It was founded in 2008 and is based in Beijing, Beijing.","Building 56, No. 2, Jingyuan North Street, Beijing Economic and Technological Development Zone ","Beijing, Beijing, ",China,+86-10-82004128,https://en.chiponeic.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/5561fa57-8cf4-493c-b89b-1f19dbd3d59a.png?w=3840,30,1,CHN,Asia,2021,12,16
Klarna,6.7,2011-12-12,Sweden,Stockholm,Financial Services,"Institutional Venture Partners, Sequoia Capital, General Atlantic",2005,$4.272B,"Klarna specializes in providing payment solutions and services within the e-commerce sector. The company offers a platform for online shopping that includes price comparisons, deals, and various payment options to facilitate purchases for consumers. Klarna primarily serves the e-commerce industry by enabling a seamless shopping experience through its payment and financing services. It was founded in 2005 and is based in Stockholm, Sweden.",Sveavagen 46 ,"Stockholm, 11134, ",Sweden,+46 (0)8 120 120 00,https://klarna.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/bf3a8926-11e4-45b2-8bbd-e5c22300006f.png?w=3840,70,20,SWE,Europe,2011,12,12
HuJiang,1.0,2015-10-29,China,Shanghai,Consumer & Retail,"China Minsheng Investment, Baidu, Wanxin Media",2001,$223.29M,"Hujiang EdTech is an online education company that strives to make high-quality education more accessible and enjoyable through mobile learning applications, online courses, and online visual classroom platforms. Serving over 150 million users in China, Hujiang EdTech offers a wide variety of online educational programs, including international & domestic examination preparation, foreign language learning, and professional skills training. In recent years, Hujiang has strongly supported online education start-ups and actively developed an online education ecosystem to help achieve win-win situations for everyone involved. At the same time, Hujiang collaborates with traditional schools to narrow the educaiton gap and promote educational equity, using the internet to bring high-quality educational resources to every corner in the world.","Rm.703 No.2 Boyun Rd. Zhangjiang Innopark, Pudongxin District, Shanghai","Shanghai, Shanghai, 201203, ",China,,https://hujiang.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/3d0dbdeb-cece-4e3e-b4bf-62c659036a8d.png?w=3840,3,12,CHN,Asia,2015,10,29
Persona,1.5,2021-09-15,United States,San Francisco,Enterprise Tech,"Coatue Management, Index Ventures, Founders Fund",2018,$217.5M,"Persona specializes in identity management solutions. It focuses on the automation of Know Your Customer (KYC) and Know Your Business (KYB) programs and fraud prevention. It offers services that automate identity-related use cases, including the secure collection and verification of personal information, government identity documents (IDs), and user selfies, as well as providing tools for case review and orchestration to streamline identity operations. It serves businesses that need to comply with strict identity verification regulations, such as those in the online education and financial sectors. It was founded in 2018 and is based in San Francisco, California.",981 Mission Street Suite 95,"San Francisco, California, 94103, ",United States,415-455-3050,https://withpersona.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/8acb9874-4087-4a7a-9841-11762078b289.png?w=3840,7,,USA,Americas,2021,9,15
Hotmart,1.0,2020-03-17,Netherlands,Amsterdam,Consumer & Retail,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic",2011,$130.3M,"Hotmart develops content distribution platforms. It helps small and medium-sized content producers to create, manage, and promote digital products. Its platform allows the users to transform their audience into customers, their skills into products, and their influence into businesses. It primarily serves content creators across various sectors. The company was founded in 2011 and is based in Amsterdam, Netherlands.",Spuistraat 168 C ,"Amsterdam, 1012 VT, ",Netherlands,,https://hotmart.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/d574966f-0312-4b38-b65d-a53f1d0a4397.png?w=3840,6,2,NLD,Europe,2020,3,17
Marshmallow,1.25,2021-09-08,United Kingdom,London,Insurance,"Passion Capital, Hedosophia, Outrun Ventures",2017,$135.46M,"Marshmallow is a financial services company specializing in providing car insurance for newcomers to the UK. The company offers fully comprehensive coverage with a pricing model that takes into account a customer's driving experience from any country. Marshmallow primarily serves individuals who have recently moved to the UK and are seeking fair and inclusive car insurance options. It was founded in 2017 and is based in London, England.","66 City Road Marshmallow Financial Services, Fourth Floor","London, England, EC1Y 1BD, ",United Kingdom,0800 060 8622,https://marshmallow.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/2aaa744d-8937-4044-9867-1a67f3a941d8.png?w=3840,10,,GBR,Europe,2021,9,8
OakNorth Bank,5.0,2017-10-12,United Kingdom,London,Financial Services,"Clermont Group, Coltrane Asset Management, Toscafund Asset Management",2015,$990.52M,"OakNorth Bank is a financial institution that focuses on transforming commercial lending through credit intelligence. The company offers a suite of data-driven software products that provide comprehensive views of commercial borrowers, delivering granular, forward-looking insights to improve efficiency, reduce credit risk, and promote profitable growth throughout economic cycles. OakNorth Bank primarily serves the banking industry. It was founded in 2015 and is based in London, England.",57 Broadwick Street ,"London, England, W1F 9QS, ",United Kingdom,+44 0161 713 4071,https://oaknorth.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/0f98843e-b0ef-4910-8ecc-e050bfd7b98f.png?w=3840,10,80,GBR,Europe,2017,10,12
Carbon Health,3.0,2021-07-21,United States,San Francisco,Healthcare & Life Sciences,"Brookfield Asset Management, Blackstone, Data Collective",2015,$623.18M,"Carbon Health operates as a healthcare company focusing on providing modern primary and urgent care services. It offers a range of services including urgent care, primary care, pediatric urgent care, mental health services, and virtual care. It primarily serves the healthcare industry. Carbon Health was formerly known as MD Collab. It was founded in 2015 and is based in San Francisco, California.",300 California Street 7th Floor,"San Francisco, California, 94104, ",United States,415-612-3256,https://carbonhealth.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/2977af63-fa51-4005-8d75-f33595c55b59.png?w=3840,41,,USA,Americas,2021,7,21
ThoughtSpot,4.2,2018-05-08,United States,Sunnyvale,Enterprise Tech,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital",2012,$673.7M,"ThoughtSpot operates as a cloud analytics company. It offers automation in analysis, visualization, connects, operationalizes, and more services. The company serves banking, financial services, retail and e-commerce, manufacturing and logistics, healthcare and life sciences, media and communications, and more. It was formerly known as Scaligent. It was founded in 2012 and is based in Mountain View, California.",444 Castro Street Suite 1000,"Mountain View, California, 94041, ",United States,800-508-7008,https://thoughtspot.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/5c82074c-1f7b-4282-a0e2-f650a84040b8.png?w=3840,22,,USA,Americas,2018,5,8
BetterUp,4.7,2021-02-25,United States,San Francisco,Enterprise Tech,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital",2013,$566.9M,"BetterUp operates as a digital coaching platform. The company offers a coaching platform that uses a combination of artificial intelligence (AI) technology, and behavioral science to deliver change at scale, for personal and organizational resilience, adaptability, well-being, and productivity. it primarily caters business training sector. The company was founded in 2013 and is based in Austin, Texas.",3100 East 5th Street Suite 350,"Austin, Texas, 78702, ",United States,,https://betterup.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/eb191486-5e8a-4d54-a65d-2ec121c404c0.png?w=3840,25,,USA,Americas,2021,2,25
Meicai,2.8,2016-06-22,China,Beijing,Consumer & Retail,"Tiger Global Management, Blue Lake Capital, ZhenFund",2014,$1.452B,"Meicai develops an online fresh food aggregator platform. It enables farmers to sell vegetables directly to restaurants. It was founded in 2014 and is based in Beijing, China.","X No. 8 Beijing Station East Street Room 320 , 3rd Floor , Block C","Beijing, Beijing, 100029, ",China,4001137137,https://meicai.cn,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/65bd5b21-7f5a-4a36-95d8-35d0f5103b6f.png?w=3840,11,1,CHN,Asia,2016,6,22
Cabify,1.4,2018-01-22,Spain,Madrid,Industrials,"Seaya Ventures, Otter Rock Capital, Rakuten",2011,$623.46M,"Cabify offers ride-hailing services to improve urban living by reducing congestion. The company provides a platform connecting private users and companies with various transportation options, focusing on safety and quality. Cabify caters to corporate transportation needs, offering a platform for managing travel expenses, real-time trip tracking, and setting limits on schedules, prices, and areas. It was founded in 2011 and is based in Madrid, Spain.",Calle Pradillo 42 ,"Madrid, 28002, ",Spain,+34 911 72 75 86,https://cabify.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/a9c7a1f6-8c20-4b5e-be7d-43136da5637c.png?w=3840,34,3,ESP,Europe,2018,1,22
Aura,2.5,2021-06-09,United States,Burlington,Consumer & Retail,"Warburg Pincus, General Catalyst",2017,$583.8M,"Aura focuses on providing intelligent digital safety solutions. The company offers a range of services including financial fraud protection, identity theft protection, virtual private network (VPN) and online privacy, antivirus, password management, parental controls and safe gaming, and spam call protection. It caters to individuals and families seeking to enhance their online security. Aura was formerly known as iSubscribed. It was founded in 2017 and is based in Boston, Massachusetts.",250 Northern Avenue 3rd Floor,"Boston, Massachusetts, 02210, ",United States,833-552-2123,https://aura.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/85455e5e-6349-414b-83f9-6aa30d6ffc5c.png?w=3840,8,2,USA,Americas,2021,6,9
Tabby,1.5,2023-11-01,United Arab Emirates,Dubai,Financial Services,"Arbor Ventures, STV, Global Founders Capital",2019,$1.644B,"Tabby focuses on reshaping consumer shopping experiences. The company offers a 'buy now, pay later' service, allowing customers to split their purchases into four interest-free payments, both online and in-store. Tabby primarily serves the retail industry, with a wide range of businesses from global brands to small enterprises utilizing its technology. It was founded in 2019 and is based in Dubai, United Arab Emirates.","Building: In5 Tech Floor: 1, Premises No.: HD 09C","Dubai, ",United Arab Emirates,,https://tabby.ai,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/1f6c21e3-7e0f-4e33-b3ad-8d457ccf19b6.png?w=3840,23,,ARE,Asia,2023,11,1
Gopuff,15.0,2020-10-08,United States,Philadelphia,Consumer & Retail,"Accel, SoftBank Group, Anthos Capital",2013,$3.397B,"Gopuff operates an instant commerce delivery platform for foods and beverages. The company also provides an application that allows customers to choose from the products such as alcohol delivery service, over-the-counter medications, groceries, snacks, drinks, and more. It was founded in 2013 and is based in Philadelphia, Pennsylvania.",537 North 3rd Street ,"Philadelphia, Pennsylvania, 19123, ",United States,855-400-7833,https://gopuff.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/c32e448b-850a-47a5-b3e6-3c251e081f3b.png?w=3840,21,,USA,Americas,2020,10,8
Kredivo Holdings,1.66,2022-08-15,Singapore,,Financial Services,"Jungle Ventures, Square Peg Capital, OpenSpace Ventures",2015,$821M,"Kredivo Holdings specializes in financial technology, focusing on retail credit services within Southeast Asia. The company offers instant credit financing for e-commerce purchases and personal loans with real-time decisioning, as well as a PayLater service that allows consumers to buy now and pay later with a simple 2-click process. Kredivo also provides digital banking services through Krom, which offers convenient financial management and savings options. Kredivo Holdings was formerly known as FinAccel. It was founded in 2015 and is based in Singapore, Singapore.",80 Amoy Street Suite 03-02,"Singapore, 069899, ",Singapore,62-21-5794-1265,https://kredivocorp.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/23003407-53ae-4191-86dc-6fc2482ba396.png?w=3840,26,3,SGP,Asia,2022,8,15
Ascend Money,1.5,2021-09-27,Thailand,Bangkok,Financial Services,"Ant Group, Charoen Pokphand Group, Bow Wave Capital",2013,$345M,"Ascend Money is a company focused on providing financial services in the fintech sector. It offers a range of digital solutions. Ascend Money provides online business solutions, while True Internet Data Center offers carrier-neutral data center and cloud services. Ascend Bit specializes in developing blockchain solutions aimed at driving digital innovation and creating new opportunities in the digital economy. It was founded in 2013 and is based in Bangkok, Thailand.","Sukhumvit Road, Bangchak, Phrakhanong 101 True Digital Park, Phoenix Building, 9-10 floor","Bangkok, 10260, ",Thailand,,https://ascendcorp.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/07d636ff-33da-4ef4-89cb-9b55185c02da.png?w=3840,5,1,THA,Asia,2021,9,27
Contentful,3.0,2021-07-28,Germany,Berlin,Enterprise Tech,"Balderton Capital, General Catalyst, Tiger Global Management",2013,$331M,"Contentful provides a composable content platform within the digital content and experience management industry. The company offers a suite of products that enable organizations to create, manage, and deliver digital content across various channels. Contentful's solutions cater to a range of use cases including global marketing, e-commerce, support portals, and mobile applications. It was founded in 2013 and is based in Berlin, Germany.",Max-Urich-Strasse 3 ,"Berlin, 13355, ",Germany,+49 (30) 467260941,https://contentful.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/783a96e9-1b74-44b6-bbf0-2033eb89034a.png?w=3840,,,DEU,Europe,2021,7,28
Motive,2.85,2019-04-23,United States,San Francisco,Industrials,"Google Ventures, Index Ventures, Scale Venture Partners",2011,$567.3M,"Motive is a technology company specializing in fleet management and driver safety within the logistics and transportation industry. The company offers a comprehensive platform that includes AI-powered automation for driver safety, fleet management, equipment monitoring, and spend management to improve the safety, productivity, and profitability of operations. Motive primarily serves sectors such as construction, field service, agriculture, trucking and logistics, and delivery. Motive was formerly known as KeepTruckin. It was founded in 2011 and is based in San Francisco, California.",55 Hawthorne Street Suite 400,"San Francisco, California, 94105, ",United States,855-434-3564,https://gomotive.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/fb5ed321-6441-4a9f-9058-7968fe6083e6.png?w=3840,12,,USA,Americas,2019,4,23
Pleo,4.7,2021-07-06,Denmark,Copenhagen,Enterprise Tech,"Creandum, Founders, Kinnevik",2015,$471.62M,"Pleo operates as a business spend management platform. It provides virtual cards, expenses, automated expense reports for employees, invoices, and more. It serves industries such as retail, healthcare, technology, and more. It was founded in 2015 and is based in Kobenhavn N, Denmark.",Ravnsborg Tværgade 5C ,"2200, ",Denmark,+45 7873 0915,https://pleo.io,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/f5ea0d74-c3aa-4136-88ee-4120361b3c19.png?w=3840,17,,DNK,Europe,2021,7,6
Ziroom,6.6,2018-01-17,China,Beijing,Consumer & Retail,"Sequoia Capital China, Warburg Pincus, General Catalyst",2011,$2.121B,"Ziroom is a professional O2O company specializing in housing asset management services within the real estate sector. The company offers a range of services including co-living spaces, full apartment rentals, and smart home solutions, as well as property management services for homeowners. Ziroom primarily serves the urban residential rental market, catering to both property owners and tenants seeking quality long-term accommodations. It was founded in 2011 and is based in Beijing, Beijing.","Ziru Legal Department, Ziru Building, Jiangtai Road Chaoyang","Beijing, Beijing, ",China,+86 400-100-1111,https://ziroom.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/d3a7d9f7-25ee-40ae-a12c-1475d7f0910e.png?w=3840,12,,CHN,Asia,2018,1,17
Aviatrix,2.0,2021-09-08,United States,Santa Clara,Enterprise Tech,"Ignition Partners, Formation 8, CRV",2014,$340M,"Aviatrix provides enterprise-grade secure cloud network solutions. The company offers services that include creating a simplified and consistent networking architecture in and across cloud service providers, which supports mission-critical applications. It caters to the cloud computing industry. It was founded in 2014 and is based in Santa Clara, California.",2901 Tasman Drive Suite 109,"Santa Clara, California, 95054, ",United States,408-538-8100,https://aviatrix.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/fd4f84ac-aa26-4aee-96e6-7827bdab6db6.png?w=3840,14,,USA,Americas,2021,9,8
Runway,1.5,2023-05-04,United States,New York,Media & Entertainment,"Lux Capital, Compound, Amplify Partners",2018,$236.5M,"Runway is an applied AI research company that focuses on advancing creativity within the art and entertainment sectors. The company offers a suite of creative tools powered by multimodal AI systems that facilitate the generation and manipulation of audiovisual content, making it accessible and empowering for storytellers and creatives. Runway primarily sells to the creative industry, offering solutions that enhance the capabilities of filmmakers, artists, and content creators. It was founded in 2018 and is based in New York, New York.",79 Walker Street ,"New York, New York, 10013, ",United States,,https://runwayml.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/8c4e5be8-1cf3-4fb8-93dd-a5b5d1c197fa.png?w=3840,11,,USA,Americas,2023,5,4
Hive Box,1.4,2018-01-23,China,Shenzhen,Consumer & Retail,"Eastern Bell Capital, SF Holding Co, STO Express",2015,$1.24B,"Hive Box operates a network of self-service package drop-off and pick-up stations across China. The company now operates 40,000 smart package self-service units with three million package boxes in 74 cities in China, improving convenience and efficiency in the last-mile delivery process.", ,"Shenzhen, Guangdong, ",China,,https://fcbox.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/09e1bf3d-e844-4122-9b2f-659a684bb0ff.png?w=3840,16,,CHN,Asia,2018,1,23
LaunchDarkly,3.0,2021-08-10,United States,Oakland,Enterprise Tech,"Uncork Capital, Threshold Ventures, Bloomberg Beta",2014,$330.34M,"LaunchDarkly specializes in feature management for software development within the technology sector. It offers a platform for development teams to control software releases for software delivery. The company primarily serves sectors such as financial services, healthcare, and government, providing solutions that cater to developers, product managers, and mobile app teams. It was founded in 2014 and is based in Oakland, California.",1999 Harrison Street Suite 1100,"Oakland, California, 94612, ",United States,415-579-3275,https://launchdarkly.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/879de979-a76b-4991-8bf7-1356703cdcdd.png?w=3840,29,1,USA,Americas,2021,8,10
SonarSource,4.7,2022-04-26,Switzerland,Geneva,Enterprise Tech,"Advent International,General Catalyst,Insight Partners",2008,$457M,"Sonar specializes in code quality and security within the software development industry. The company offers tools for static application security testing, continuous codebase inspection, and real-time coding guidance to improve code reliability, maintainability, and security. Sonar's solutions cater to various sectors including the public sector, enterprise-level businesses, and developers seeking to integrate clean code practices into their development workflows. It was founded in 2008 and is based in Geneva, Switzerland.",Route de Pre-Bois 1 ,"Geneva, 1214, ",Switzerland,,https://sonarsource.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/4f602b6c-6140-48cc-9f19-904a6cc8e846.png?w=3840,4,,CHE,Europe,2022,4,26
Away,1.4,2019-05-15,United States,New York,Consumer & Retail,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2015,$181.1M,"Away operates as an electronic commerce platform. The company offers a range of products including suitcases, bags, and travel accessories designed for traveling. Away's primary market is the travel industry. It was founded in 2015 and is based in New York, New York.",82 Mercer Street 3rd Floor,"New York, New York, 10012, ",United States,646-649-3191,https://awaytravel.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/c70588fc-a3d8-42dc-b770-49d1c81d0bde.png?w=3840,11,,USA,Americas,2019,5,15
Greenlight,2.3,2020-09-24,United States,Atlanta,Financial Services,"Relay Ventures, TTV Capital, Canapi Ventures",2014,$556.5M,"Greenlight provides financial services to help parents monitor their child's spending habits. It offers a banking and investing application for kids with an integrated smart debit card. It also allows parents to reload the card with funds from a mobile application and place restrictions around merchants so that children can make purchases. Greenlight was formerly known as Greenlight Me. The company was founded in 2014 and is based in Atlanta, Georgia.",303 Peachtree Street Northeast Suite 4300,"Atlanta, Georgia, 30308, ",United States,888-483-2645,https://greenlight.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/35e3e942-2f7a-4fee-9895-a45e48d82721.png?w=3840,23,,USA,Americas,2020,9,24
SmartNews,2.0,2019-08-05,Japan,Tokyo,Media & Entertainment,"Japan Post Capital, Globis Capital Partners, Atomico",2012,$479.06M,"SmartNews provides a news application platform. It offers politics, sports, world news, and entertainment news. The company was founded in 2012 and is based in Tokyo, Japan.","6-25-16 Jingūmae, Shibuya-ku Ichigo Jingumae Building 2F","Tokyo, 150-0001, ",Japan,,https://smartnews.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/529c80e3-9b99-4133-a183-d306802d85fc.png?w=3840,21,,JPN,Asia,2019,8,5
SVOLT,6.51,2020-06-08,China,Changzhou,Industrials,"IDG Capital, Bank Of China Group Investment,, SDIC CMC Investment Management",2018,$3.207B,"SVOLT is a high-tech company that operates in the energy technology sector. The company's main offerings include battery materials, cells, modules, packs, and battery management systems, as well as energy storage products. These products primarily cater to the automotive industry. It was founded in 2018 and is based in Changzhou, Jiangsu.", ,"Changzhou, Jiangsu, ",China,,https://svolt-eu.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/original/634b71a9-395d-4eb2-a1c0-f2fa57a269ab.png?w=3840,30,,CHN,Asia,2020,6,8
Seismic,3.0,2018-12-18,United States,San Diego,Enterprise Tech,"Jackson Square Ventures, General Atlantic, Lightspeed Venture Partners",2010,$926.5M,"Seismic operates in the sales enablement domain, providing a platform designed to enhance the performance of sales and marketing teams. The company offers a suite of services including content management, learning and coaching tools, and buyer engagement solutions, all aimed at improving buyer interactions and driving revenue growth. Seismic's platform is utilized by various customer-facing teams across industries such as financial services, healthcare, technology, and more. Seismic was formerly known as Nu:Pitch. It was founded in 2010 and is based in San Diego, California.",12390 El Camino Real Suite 350,"San Diego, California, 92130, ",United States,833-222-9139,https://seismic.com,https://s3-us-west-2.amazonaws.com/cbi-image-service-prd/modified/89d31e1c-57b7-4786-bc84-397b5bede07f.png?w=3840,9,1,USA,Americas,2018,12,18
